DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
GTM,BOG,2,63,54
GTM,BOG,41,47,863
GTM,BOG,400,95,5362
GTM,BOG,13,15,273
GTM,BOG,2776,7,44732
GTM,BOG,250,7,698
GTM,BOG,855,7,10096
GTM,BOG,1124,99,5505
GTM,BOG,6,21,840
GTM,BOG,11,62,241
GTM,BOG,14,84,61
GTM,BOG,1200,1992,7947860
GTM,BOG,750,288,1141508
GTM,BOG,300,261,1034491
GTM,BOG,400,60,237814
GTM,BOG,200,560,2219599
GTM,BOG,1470,6540,36
GTM,BOG,720,2312,9163773
GTM,BOG,670,3359,98
GTM,BOG,6,9,143
GTM,BOG,560,1747,2
GTM,BOG,0,96,243
GTM,BOG,5,33,5
GTM,BOG,300,141,558863
GTM,BOG,140,100,47
GTM,BOG,200,220,871985
GTM,BOG,240,182,4
GTM,BOG,200,996,3947715
GTM,BOG,336,1681,44
GTM,BOG,420,672,2663519
GTM,BOG,420,315,1248524
GTM,BOG,370,279,6
GTM,BOG,45,30,3
GTM,BOG,448,65,12254
GTM,BOG,1467,12,24007
GTM,BOG,840,48,9921
GTM,BOG,80,57,3531
GTM,BOG,3,14,113
GTM,BOG,3,37,31
GTM,BOG,66,25,2028
GTM,BOG,37,24,1521
GTM,BOG,74,11,252
GTM,BOG,6316,94740,377128675
GTM,BOG,100,543,2192194
GTM,BOG,257,45984,81
GTM,BOG,1,9417,54
GTM,BOG,135,1111,4
GTM,BOG,2000,600,2434164
GTM,BOG,800,2600,10548044
GTM,BOG,10,66,267758
GTM,BOG,1083,9,10344
GTM,BOG,753,29,9393
GTM,BOG,6,51,218
GTM,BOG,0,88,23
GTM,BOG,32,6,304
GTM,BOG,29,43,852
GTM,BOG,115,83,2637
GTM,BOG,14,72,94
GTM,BOG,204000,26499,2
GTM,BOG,174,71,1941
GTM,BOG,130,79,7725
GTM,BOG,2,54,89
GTM,BOG,11,23,361
GTM,BOG,21,78,596
GTM,BOG,32,92,699
GTM,BOG,20,45,130
GTM,BOG,100,420,1699786
GTM,BOG,107,76,79
GTM,BOG,160,2815,96
GTM,BOG,727,31986,5
GTM,BOG,50,35,13
GTM,BOG,2980,945,3822061
GTM,BOG,1000,170,686322
GTM,BOG,8438,129369,528494618
GTM,BOG,6200,580,2308788
GTM,BOG,67,134,533409
GTM,BOG,0,18,5
GTM,BOG,100,5,19903
GTM,BOG,1097,100,36
GTM,BOG,1,2,8184
GTM,BOG,746,17607,99
GTM,BOG,2057,40286,160140475
GTM,BOG,390,5460,21703991
GTM,BOG,643,9630,38280116
GTM,BOG,12400,2244,9237627
GTM,BOG,4300,4081,16799803
GTM,BOG,15000,1684,6696998
GTM,BOG,70,9310,37060037
GTM,BOG,424,66,353601
GTM,BOG,7,7838,31643495
GTM,CTG,2789,23241,88
GUF,BOG,149,1430,6
GUF,BOG,47,124,88
GUF,BOG,53,823,77
GUY,BOG,11,89125,364728911
GUY,BOG,130,65,264276
GUY,BOG,180,54,219552
GUY,BOG,2,10,40657
GUY,BOG,70,14,56921
HTI,BOG,303,13,7159
HTI,BOG,503,4,10970
HTI,BOG,7,9,7195
HND,BOG,0,5,275
HND,BOG,32,25403,104515308
HND,BOG,800,3016,12176165
HND,BOG,56,626,1
HND,BOG,388,694,8
HND,BOG,54,162,84
HND,BOG,12,8,4
HND,BOG,69,34,4052
HND,BOG,337,3,147300
HND,BOG,840,3,38550
HND,BOG,550,5,5
HND,BOG,212,8082,88
HND,BOG,3,3,11925
HND,BOG,30,30,119420
HND,BOG,880,246,1006713
HND,BOG,19,6,2
HND,BOG,2,32,127381
HND,BOG,919,18326,5
HND,BOG,11,311,5
HND,BOG,15,292,5
HND,BOG,38,379,5
HND,BOG,10,1,7532
HND,BOG,292,13749,56567373
HND,BOG,1,3232,6
HND,BOG,50,0,5
HND,BOG,7,8,4
HND,BOG,37,48,1
HND,BOG,552,585,8
HND,BOG,8,8,8
HND,BOG,101,107,8
HND,BOG,11,4,247
HND,BOG,5,89,80
HND,BOG,54,58,442
HND,BOG,276,9,504
HND,BOG,345,7222,3
HND,BOG,651,68,9094
HND,BOG,9,8,576
HND,BOG,247,42,3453
HND,BOG,413,4,48693
HND,BOG,80,22,5843
HND,BOG,12,16,1046
HND,BOG,1,546,2204305
HND,BOG,250,12,5
HND,BOG,27,66,39
HND,BOG,76,1356,1
HND,BOG,33,742,48
HND,BOG,1176,23369,3
HND,BOG,132,2964,2
HND,BOG,5,102,5
HND,BOG,64,2880,11464329
HND,BOG,69,914,5
HND,BOG,224,3319,2
HND,BOG,146,2039,1
HND,BOG,12,204,825080
HND,BOG,20,4,16263
HND,BOG,1,1,44
HND,BOG,123,2,46
HND,BOG,27,0,81
HND,BOG,20,4,2
HND,BOG,12,12,48789
HND,BOG,11,1,87
HND,BOG,11,77,315109
HND,BOG,245,4219,17265540
HND,BOG,113,1130,4624332
HND,BOG,29,290,1186775
HND,BOG,46,552,2258966
HND,BOG,18,5526,22748276
HND,BOG,1838,41,4494
HND,BOG,4,89,81
HND,BOG,109,36,856
HND,BOG,56,42851,1
HND,BOG,138,7,252
HND,BOG,47,43,5124
HND,BOG,1,1300,5248347
HND,BOG,426,12490,49504989
HND,BOG,438,9732,36
HND,BOG,1,54,36
HND,BOG,2,1200,4937148
HND,BOG,2,1000,4114290
HND,BOG,5000,665,2643434
HND,BOG,84,495,2003319
HND,BOG,211,5,6297
HND,BOG,547,5,12595
HND,BOG,1,125,36
HND,BOG,10,5892,23830252
HND,BOG,5,113,95
HND,BOG,586,13677,68
HND,BOG,3,68,37
HND,BOG,1360,29691,12
HND,BOG,378,2079,8408536
HND,BOG,49,5,40809
HND,BOG,815,4482,5
HND,BOG,478,2629,10613772
HKG,BOG,180,252,8
HKG,BOG,2,248,1001223
HKG,BOG,37,3088,8
HKG,BOG,7,847,2
HKG,BOG,4,1520,6136528
HKG,BOG,3,840,3391239
HKG,BOG,2,424,1711768
HKG,BOG,4,1232,4973818
HKG,BOG,4,848,3423537
HKG,BOG,3,492,1986297
HKG,BOG,2,392,1582578
HKG,BOG,22,1968,7945189
HKG,BOG,6360,5093,20585029
HKG,BOG,9,1316,5385506
HKG,BOG,17,3439,6
HKG,BOG,3,690,2823707
HKG,BOG,7,1130,4624332
HKG,BOG,4,392,1604193
HKG,BOG,5,450,1841548
HKG,BOG,71,56,703503
HKG,BOG,1486,6,12676
HKG,BOG,17549,34410,3
HKG,BOG,1,160000,647121600
HKG,BOG,2,4,16178
HKG,BOG,36854,12583,75
HKG,BOG,2623,82,15658
HKG,BOG,23,27,11336
HKG,BOG,777,96,893137
HKG,BOG,12700,2556,10522004
HKG,BOG,2508,72,10478
HKG,BOG,13425,12717,2
HKG,BOG,576,1854,29
HKG,BOG,157,93,251847
HKG,BOG,0,69,130720
HKG,BOG,0,64,122360
HKG,BOG,0,2,24530
HKG,BOG,0,4,57000
HKG,BOG,0,8,8920
HKG,BOG,0,2,24040
HKG,BOG,526,7,100000
HKG,BOG,28,94,262814
HKG,BOG,0,39,71889
HKG,BOG,0,3,57905
HKG,BOG,0,5,72050
HKG,BOG,78,421,2
HKG,BOG,40,360,1426885
HKG,BOG,100,904,3583067
HKG,BOG,292,8,2389
HKG,BOG,5140,1132,4606485
HKG,BOG,310,3050,12071198
HKG,BOG,235,6,28272
HKG,BOG,84,11904,85
HUN,BOG,194,232,941954
HUN,BOG,1200,564,2235453
HUN,BOG,12640,3534,4
HUN,BOG,3040,1163,2
HUN,BOG,2250,405,1651363
HUN,BOG,20700,3726,15192541
HUN,BOG,7570,2638,5
HUN,BOG,11200,1904,7741264
HUN,BOG,24950,4132,16666333
HUN,BOG,120,324,1317315
HUN,BOG,128,409,6
HUN,BOG,488,1292,8
HUN,BOG,500,5,19884
HUN,BOG,78,5,6916
HUN,BOG,4000,1352,5567143
HUN,BOG,4800,912,3755351
HUN,BOG,14750,2802,5
HUN,BOG,2400,768,3162401
HUN,BOG,3250,1120,4432702
HUN,BOG,34650,5890,5
HUN,BOG,61200,10566,42426802
HUN,BOG,11250,1800,7155162
HUN,BOG,28400,3834,15689993
HUN,BOG,12300,3379,93
HUN,BOG,10150,1516,72
HUN,BOG,54600,8103,52
HUN,BOG,25938,7802,26
HUN,BOG,4200,714,2939245
HUN,BOG,24500,4058,6
HUN,BOG,54000,7020,28115521
HUN,BOG,10600,4590,18245663
HUN,BOG,39200,7056,28048235
HUN,BOG,10800,3445,4
HUN,BOG,65950,10451,19
HUN,BOG,257590,42273,82
HUN,BOG,8100,1101,6
HUN,BOG,900,135,546359
HUN,BOG,23850,3577,5
IND,BOG,5750,4955,19639489
IND,BOG,2100,735,2967334
IND,BOG,1500,963,3866270
IND,BOG,2775,1301,25
IND,BOG,168,1,68
IND,BOG,35,33124,133727881
IND,BOG,1345,96,11505
IND,BOG,2,1442,46
IND,BOG,1,472,3
IND,BOG,3,8211,21
IND,BOG,1,1646,12
IND,BOG,11,7,530
IND,BOG,5,85,471
IND,BOG,6,1063,6
IND,BOG,1,1210,36
IDN,BOG,720,512,2077153
IDN,BOG,3600,1862,7547536
IDN,BOG,20,637,72
IDN,BOG,40,5329,38
IDN,BOG,30,2420,9
IDN,BOG,8800,1753,2
IDN,BOG,7074,15801,5
IDN,BOG,1,1260,63
IDN,BOG,2820,377,92
IDN,BOG,120,211,2
IDN,BOG,2150,2140,8811899
IRQ,BOG,2,91053,74
IRL,BOG,1155,1090,25
IRL,BOG,5920,1715,6817279
IRL,BOG,14700,2646,10522718
IRL,BOG,1000,350,1391894
IRL,BOG,1080,194,4
IRL,BOG,3097,681,34
IRL,BOG,856,154,8
IRL,BOG,2800,560,2227030
IRL,BOG,600,33639,136769109
IRL,BOG,2800,364,1473148
IRL,BOG,9000,2056,5
IRL,BOG,1300,173,5
IRL,BOG,50,437,1798949
IRL,BOG,650,845,3478518
IRL,BOG,1104,1943,4
IRL,BOG,450,144,572664
IRL,BOG,1200,204,811275
IRL,BOG,800,120,477220
IRL,BOG,800,144,572664
IRL,BOG,600,172,684016
IRL,BOG,120,86,4
IRL,BOG,200,50,198842
IRL,BOG,480,86,4
IRL,BOG,350,103,5
IRL,BOG,11,38,4
IRL,BOG,724,2543,9
IRL,BOG,4,24,19
IRL,BOG,10,112,7
ISR,BOG,510,331,4
ISR,BOG,1547,7,46939
ISR,BOG,1,50,200253
ISR,BOG,105,530257,45
ISR,BOG,282200,122661,25
ISR,BOG,326620,97535,401511605
ISR,BOG,700,235,930075
ISR,BOG,84,79395,82
ISR,BOG,2384,17,2306234
ISR,BOG,7240,1129,6
ISR,BOG,59100,9270,25
ISR,BOG,5440,1638,4
ISR,BOG,27320,4122,43
ISR,BOG,287500,44831,8
ISR,BOG,127880,19696,9
ISR,BOG,1620,356,4
ITA,BOG,16620,8281,5
ITA,BOG,66240,34058,1
ITA,BOG,5990,3571,1
ITA,BOG,19138,11088,9
ITA,BOG,1830,1076,4365267
ITA,BOG,3720,2309,74
ITA,BOG,19940,10786,8
ITA,BOG,35,0,35
ITA,BOG,2560,1376,5631046
ITA,BOG,27,4428,18228260
ITA,BOG,96,22848,8
ITA,BOG,15,9480,39025273
ITA,BOG,22,8800,36225992
ITA,BOG,55,4620,19018645
ITA,BOG,4200,2187,6
ITA,BOG,5400,2455,5
ITA,BOG,14565,7173,5
ITA,BOG,24,3120,12626983
ITA,BOG,140,25595,5
ITA,BOG,23,2530,10239188
ITA,BOG,20700,2359,98
ITA,BOG,20700,384,99
ITA,BOG,32000,32,126648
ITA,BOG,180,9,35619
ITA,BOG,7,46,4
ITA,BOG,444,46062,6
ITA,BOG,102,12224,45
ITA,BOG,120,180,730827
ITA,BOG,3056,2978,9
ITA,BOG,0,44,18
ITA,BOG,26582,1584,1
ITA,BOG,4800,144,592788
ITA,BOG,23,49,316
ITA,BOG,1,50,205714
ITA,BOG,1,4206,24
ITA,BOG,25100,9742,25
ITA,BOG,14780,2003,8
ITA,BOG,11200,1916,7779913
ITA,BOG,570,5,7
ITA,BOG,70,0,7
ITA,BOG,4350,652,5
ITA,BOG,16890,2967,8
ITA,BOG,48,0,48
ITA,BOG,7300,2732,5
ITA,BOG,149500,29420,121110077
ITA,BOG,14550,5729,5
ITA,BOG,2800,532,2190621
ITA,BOG,6400,1280,5204211
ITA,BOG,13500,2565,10458633
ITA,BOG,104,3371,4
ITA,BOG,207700,36521,145174261
ITA,BOG,29,84,1500
ITA,BOG,0,81,1500
ITA,BOG,35400,6954,28354517
ITA,BOG,34,138,25
ITA,BOG,13500,3429,13981541
ITA,BOG,162965,30182,73
ITA,BOG,55724,16113,6
ITA,BOG,21,9,725
ITA,BOG,32075,13130,5
ITA,BOG,5040,1656,6563671
ITA,BOG,2550,789,3185342
ITA,BOG,16800,2688,10685041
ITA,BOG,1800,432,1742614
ITA,BOG,81550,14385,58074978
ITA,BOG,270,4990,54
ITA,BOG,87,21450,44
ITA,BOG,1,1491,7
ITA,BOG,58250,11557,5
ITA,BOG,48900,3731,7
ITA,BOG,2000,340,1382368
ITA,BOG,271020,46602,6
ITA,BOG,864,5323,21742121
ITA,BOG,1,5786,42
ITA,BOG,21200,5088,20746014
ITA,BOG,122750,18957,5
ITA,BOG,21900,2998,12098223
ITA,BOG,1250,520,2061056
ITA,BOG,31780,7537,6
ITA,BOG,320,3,2
ITA,BOG,3000,759,3071756
ITA,BOG,8175,1962,7977079
ITA,BOG,61600,8624,34902276
ITA,BOG,45600,8177,5
ITA,BOG,11875,3918,15804545
ITA,BOG,134240,30591,6
ITA,BOG,10250,1342,75
ITA,BOG,300,69,279250
ITA,BOG,24960,3420,4
ITA,BOG,68660,9224,95
ITA,BOG,217820,65070,6
ITA,BOG,9920,1592,8
ITA,BOG,233440,71114,1
ITA,BOG,22800,4376,7
ITA,BOG,9900,1936,8
ITA,BOG,450,4,5
ITA,BOG,1120,131,2
ITA,BOG,4825,1206,25
ITA,BOG,14525,6265,5
ITA,BOG,13300,3192,13015188
ITA,BOG,1350,567,2311908
ITA,BOG,33200,5224,21300546
ITA,BOG,21925,7915,5
ITA,BOG,105,313,25
ITA,BOG,180,1017,4129172
ITA,BOG,225,1215,4933082
ITA,BOG,57,5,216
ITA,BOG,150,561,2277744
ITA,BOG,15,1,5
ITA,BOG,36,55,2
ITA,BOG,24,329,52
ITA,BOG,4,760,32
ITA,BOG,2,570,2265801
ITA,BOG,3,564,3
JAM,BOG,875,513,1
JAM,BOG,40,560,2271886
JAM,BOG,1560,753,6
JAM,BOG,360,234,931476
JAM,BOG,84,6216,2
JAM,BOG,24,932,88
JAM,BOG,144,4878,72
JAM,BOG,27,64,17
JAM,BOG,667,95,2082
JAM,BOG,89,9,285
JAM,BOG,294,27,1022
JAM,BOG,100,2080,8279793
JAM,BOG,10,850,4
JAM,BOG,38,10296,41803304
JAM,BOG,1200,109,2
JAM,BOG,2400,292,8
JAM,BOG,3200,633,6
JAM,BOG,768,860,93
JAM,BOG,360,74,88
JAM,BOG,360,129,96
JAM,BOG,30,38,25
JAM,BOG,30,217,5
JAM,BOG,8,692,8
JAM,BOG,216,7531,94
JAM,BOG,63,1230,84
JAM,BOG,12,234,24
JAM,BOG,1,0,9
JAM,BOG,2000,244,984254
JAM,BOG,10800,1336,2
JAM,BOG,5000,1111,5
JAM,BOG,588,629,75
JAM,BOG,720,195,84
JAM,BOG,3660,996,6
JAM,BOG,6650,1630,5
JAM,BOG,12948,2918,2
JAM,BOG,102328,25501,36
JAM,BOG,6800,2042,8243941
JAM,BOG,72,396,1610052
JAM,BOG,1260,315,1252704
JAM,BOG,840,120,480423
JAM,BOG,600,246,978302
JAM,BOG,29850,4485,5
JAM,BOG,1020,405,54
JAM,BOG,475,235,98
JAM,BOG,115,1000,5
JAM,BOG,1,7,1516
JAM,BOG,156,9944,40218607
JAM,BOG,24,840,3397388
JPN,BOG,468,2768,1
JPN,BOG,30,285,1152685
JPN,BOG,11360,1931,2
JPN,BOG,4200,930,3710597
JPN,BOG,40,0,8
JPN,BOG,100,2,8154
JPN,BOG,1500,825,3363888
JPN,BOG,14175,7244,5
JPN,BOG,300,66,263332
JPN,BOG,1200,50486,4
JPN,BOG,7,2,51
JPN,BOG,35610,24705,100549826
JPN,BOG,40,4,16369
JPN,BOG,47505,27674,15
JPN,BOG,60,0,6
JPN,BOG,22400,2583,92
JPN,BOG,1360,9588,37947098
JPN,BOG,90,180,730249
JPN,BOG,23615,12870,2
JPN,BOG,2500,410,1671750
JPN,BOG,9,8,8
JPN,BOG,11,2,2
JPN,BOG,24800,10109,3
JPN,BOG,45850,8253,33053760
JPN,BOG,170900,31526,76
JPN,BOG,40960,6288,24922928
JPN,BOG,379,5,2916
JPN,BOG,213284,42260,35
JPN,BOG,151800,28964,99
JPN,BOG,107750,18825,5
JPN,BOG,96950,17516,75
JPN,BOG,32280,5516,4
JPN,BOG,4375,789,25
JPN,BOG,82775,14642,6
JPN,BOG,1118378,202182,73
JPN,BOG,151300,26059,5
JPN,BOG,12084,4740,54
JPN,BOG,102995,17588,58
JPN,BOG,332240,57578,14
JPN,BOG,13000,3450,2
JPN,BOG,53800,7743,2
JPN,BOG,350,35,144080
JPN,BOG,610,61,251111
JPN,BOG,26,12,48789
JPN,BOG,2,2900,11527761
JPN,BOG,1,23517,3
JPN,BOG,160,64,258380
JPN,BOG,189700,33811,135415083
JPN,BOG,468650,80092,322638286
JPN,BOG,12730,1400,3
JPN,BOG,667,5324,25
JPN,BOG,1034061,187901,56
JPN,BOG,1051360,186298,22
JPN,BOG,22200,8436,33548622
JPN,BOG,115210,20919,9
JPN,BOG,297705,49650,77
JPN,BOG,27840,4774,8
JPN,BOG,960,314,5
JPN,BOG,546,20060,4
JPN,BOG,2,400,1590036
JPN,BOG,100,16,5
JPN,BOG,1000,300,1223232
JPN,BOG,159550,27152,26
JPN,BOG,1112260,189980,4
JPN,BOG,3700,600,14
JPN,BOG,109600,18632,76721172
JPN,BOG,110880,44433,11
JPN,BOG,1842104,358338,2
JPN,BOG,1424530,266217,5
JPN,BOG,21280,11137,6
JPN,BOG,1892,1331,4
JPN,BOG,0,66,92960
JPN,BOG,11200,392,1613703
JPN,BOG,12000,660,2716949
JPN,BOG,6320,1396,8
JPN,BOG,98855,17413,8
JPN,BOG,136510,23137,1
JPN,BOG,20,52,211421
JPN,BOG,32228,50884,2
JPN,BOG,9441,20424,8
JPN,BOG,71,86,54243
JPN,BOG,50,100,397509
JPN,BOG,14099,7319,98
JPN,BOG,5,300,1209882
JPN,BOG,1022,180,22
JPN,BOG,6150,1045,5
JPN,BOG,11400,1938,7824074
JPN,BOG,95200,15173,5
JPN,BOG,57300,9121,5
JPN,BOG,625,88,17825
JPN,BOG,29440,8302,8
JPN,BOG,20720,4360,17602148
JPN,BOG,25900,6967,49
JPN,BOG,341750,51631,9
JPN,BOG,466850,69727,9
JPN,BOG,80,21,76
JPN,BOG,14,21,42
JPN,BOG,100,25,5
JPN,BOG,177850,34236,6
JPN,BOG,112724,23215,29
JPN,BOG,19920,3699,9
JPN,BOG,2480,753,6
JPN,BOG,8800,1232,4998150
JPN,BOG,5400,1512,6134093
JPN,BOG,21520,8557,6
JPN,BOG,138809,22383,44
JPN,BOG,720,288,1162710
JPN,BOG,150,2448,9688620
JPN,BOG,27150,3537,7
JPN,BOG,2688,4085,76
JPN,BOG,1260,3654,14835788
JPN,BOG,400,100,406015
JPN,BOG,129963,22696,89
JPN,BOG,205907,43290,88
JPN,BOG,24360,4226,3
JPN,BOG,15856,5558,27
JPN,BOG,66360,9954,40430807
JPN,BOG,24,66,72
JPN,BOG,29045,8498,7
JPN,BOG,125750,21936,5
JPN,BOG,46212,8726,6
JPN,BOG,2713,14400,59278896
JPN,BOG,3,25,17
JPN,BOG,87200,14418,4
JPN,BOG,70940,10384,42536917
JPN,BOG,4,11,2
JPN,BOG,769350,132153,530714584
JPN,BOG,2133340,353789,5
JPN,BOG,1200,192,763553
JPN,BOG,190920,28206,59
JPN,BOG,24050,3427,75
JPN,BOG,136250,18826,75586430
JPN,BOG,2400,600,2436090
JPN,BOG,10052,15279,4
JPN,BOG,5534,16048,6
JPN,BOG,6900,1035,4202255
JPN,BOG,16,64,48
JPN,BOG,2527420,458981,11
JPN,BOG,2309655,405776,89
JPN,BOG,3560,766,4
JPN,BOG,65200,12425,4
JPN,BOG,1521,3291,73
JPN,BOG,12860,4956,8
JPN,BOG,87400,14532,57847096
JPN,BOG,897,4320,17783668
JPN,BOG,1390,13,5
JPN,BOG,300,3,11925
JPN,BOG,600,3,3
JPN,BOG,4965,3186,77
JPN,BOG,115,119,52
JPN,BOG,46470,8601,18
JPN,BOG,22640,7000,25
JPN,BOG,960,16800,69120072
JPN,BOG,450,450,1816735
JPN,BOG,0,6,2
KAZ,BOG,20214,14422,64
KAZ,BOG,1560,249,6
KAZ,BOG,35956,25049,83
KAZ,BOG,320,288,1185577
KAZ,BOG,5200,884,3617619
KAZ,BOG,400,60,245539
KAZ,BOG,3360,1108,8
KAZ,BOG,10415,6573,73
KAZ,BOG,400,107,437879
KAZ,BOG,35,0,35
KAZ,BOG,350,360,2
KAZ,BOG,24384,19054,25
KAZ,BOG,14475,12264,6
KAZ,BOG,95,20,78
KAZ,BOG,15374,12126,48
KAZ,BOG,72421,55250,64
KAZ,BOG,165,1,65
KAZ,BOG,17546,15189,61998504
KAZ,BOG,14220,10484,32
KAZ,BOG,31081,26870,75
KAZ,BOG,23725,16103,4
KAZ,BOG,490,617,4
KAZ,BOG,840,21852,18
KAZ,BOG,3500,525,2148473
KAZ,BOG,700,105,429694
KAZ,BOG,4,32,130954
KAZ,BOG,33250,13860,25
KAZ,BOG,2800,448,1794266
KAZ,BOG,40950,6945,5
KAZ,BOG,13760,4820,8
KAZ,BOG,3200,838,3407132
KAZ,BOG,3550,568,2248013
KAZ,BOG,18,342,9
KAZ,BOG,36975,12324,25
KAZ,BOG,12300,2275,5
KAZ,BOG,113300,20648,84394079
KAZ,BOG,980,913,3759469
KAZ,BOG,105610,39253,71
KAZ,BOG,44500,7724,96
KAZ,BOG,854214,156430,81
KAZ,BOG,64472,31922,4
KAZ,BOG,306,261,1053706
KAZ,BOG,32440,22785,1
KAZ,BOG,32,196,802096
KAZ,BOG,400,4,16466
KAZ,BOG,813,121,95
KAZ,BOG,20,449,29
KAZ,BOG,1600,296,1206922
KAZ,BOG,245,589,2394750
KAZ,BOG,5226,10026,4
KAZ,BOG,667,3283,65
KAZ,BOG,176,1627,6658220
KAZ,BOG,14480,2573,6
KAZ,BOG,58600,9778,39497555
KAZ,BOG,580,136,549057
KAZ,BOG,50585,14150,74
KAZ,BOG,24950,4411,5
KAZ,BOG,159200,29419,117649019
KAZ,BOG,20,40,162631
KAZ,BOG,47978,17372,7
KAZ,BOG,2800,1746,85
KAZ,BOG,2271,2064,2
KAZ,BOG,136,1128,5
KAZ,BOG,1,6412,87
KAZ,BOG,850,8,5
KAZ,BOG,300,3,12353
KAZ,BOG,9525,2556,75
KAZ,BOG,5720,1355,2
KAZ,BOG,108950,51356,1
KAZ,BOG,2800,484,1992971
KAZ,BOG,1760,1699,5
KAZ,BOG,31150,11429,87
KAZ,BOG,6200,1147,4676823
KAZ,BOG,10500,1926,5
KAZ,BOG,62260,16826,4
KAZ,BOG,390,406,78
KAZ,BOG,34575,10421,21
KAZ,BOG,8050,1401,5689767
KAZ,BOG,145200,25003,101146060
KAZ,BOG,137818,38050,6
KAZ,BOG,1923,1945,87
KAZ,BOG,975,6,78
KAZ,BOG,12825,4233,25
KAZ,BOG,4750,2086,8587206
KAZ,BOG,9950,3707,15170267
KAZ,BOG,12900,2290,5
KAZ,BOG,45550,8109,5
KAZ,BOG,30,18,72847
KAZ,BOG,68830,24095,98
KAZ,BOG,850,136,540850
KAZ,BOG,191100,23346,57
KAZ,BOG,105330,29206,2
KAZ,BOG,575,519,93
KAZ,BOG,100,93,380586
KAZ,BOG,16100,6453,5
KAZ,BOG,3500,647,5
KAZ,BOG,27700,4929,5
KAZ,BOG,840,606,2495332
KAZ,BOG,38950,10914,1
KAZ,BOG,800,144,585473
KAZ,BOG,63900,10503,42648713
KAZ,BOG,358,1223,3
KAZ,BOG,66928,39505,6
KAZ,BOG,18,0,18
KAZ,BOG,164,502,1
KAZ,BOG,9350,1429,5
KAZ,BOG,16300,2175,8780888
KAZ,BOG,16620,2150,9
KAZ,BOG,156490,21412,83
KAZ,BOG,200,51,206402
KAZ,BOG,10,12,75
KAZ,BOG,3500,969,5
KAZ,BOG,7100,1109,6
KAZ,BOG,182750,28770,45
KAZ,BOG,28,63,84
KAZ,BOG,23300,6083,65
KAZ,BOG,28250,4255,86
KAZ,BOG,482465,71032,65
KAZ,BOG,52750,14023,5
KAZ,BOG,259,499,87
KAZ,BOG,1273,4722,83
KAZ,BOG,5680,852,3376961
KAZ,BOG,90,51,48
KAZ,BOG,364,88,86
KAZ,BOG,5,28,9
KAZ,BOG,200,0,2
KAZ,BOG,2400,408,1663595
KAZ,BOG,150,75,298131
KAZ,BOG,69000,10773,42823644
KAZ,BOG,300,3,12197
KAZ,BOG,14600,2278,9219316
KAZ,BOG,22183,18451,65
KAZ,BOG,45400,7257,15
KAZ,BOG,11100,1660,5
KAZ,BOG,10940,1641,6504218
KAZ,BOG,3450,452,1
KAZ,BOG,100,20,4
KAZ,BOG,480,125,28
KAZ,BOG,120,28,56
KAZ,BOG,2000,320,1295075
KAZ,BOG,28900,4631,55
KAZ,BOG,7250,3011,12145862
KAZ,BOG,22950,4986,1
KAZ,BOG,42250,6209,12
KAZ,BOG,541940,73731,81
KAZ,BOG,3360,1107,2
KAZ,BOG,100525,37662,79
KAZ,BOG,35308,7638,48
KAZ,BOG,700,105,416174
KAZ,BOG,280,98,91
KAZ,BOG,2,5,27
KAZ,BOG,200,0,2
KAZ,BOG,800,129,6
KAZ,BOG,15700,2010,7
KAZ,BOG,8200,1353,5475739
KAZ,BOG,206325,25763,68
KAZ,BOG,1300,331,5
KAZ,BOG,13194,2895,77
KAZ,BOG,24075,3748,7
KAZ,BOG,222830,35149,69
KAZ,BOG,173,487,86
KAZ,BOG,24700,7168,7
KAZ,BOG,47335,7458,8
KAZ,BOG,8932,5001,42
KAZ,BOG,4070,2216,26
KAZ,BOG,230,161,46
KAZ,BOG,3730,1442,84
KAZ,BOG,17,5,180
KAZ,BOG,600,1,3
KAZ,BOG,1400,182,748800
KAZ,BOG,5600,744,8
KAZ,BOG,52000,7332,29673410
KAZ,BOG,12888,13810,8
KAZ,BOG,30,19,5
KEN,BOG,4836,3138,6
KEN,BOG,5000,600,2385054
KEN,BOG,15,9,35775
KGZ,BOG,1440,1512,6165089
KGZ,BOG,300,180,718180
KGZ,BOG,11605,9709,9
KGZ,BOG,875,575,5
KGZ,BOG,630,409,5
KGZ,BOG,740,791,8
KGZ,BOG,800,148,603461
KGZ,BOG,63,297,5
KGZ,BOG,857,2491,2
KGZ,BOG,325,1544,1
KGZ,BOG,1000,190,782364
KGZ,BOG,2770,2965,5
KGZ,BOG,2700,499,5
KGZ,BOG,2900,528,5
KGZ,BOG,2400,444,1810383
KGZ,BOG,8000,752,3073738
KGZ,BOG,1250,212,5
KGZ,BOG,1150,381,6
KGZ,BOG,350,56,7
KGZ,BOG,800,102,4
KGZ,BOG,1400,226,8
KGZ,BOG,19150,3064,12271503
KWT,BOG,8713,4616,75
KWT,BOG,5910,3154,5
KWT,BOG,18320,11624,1
KWT,BOG,12500,6034,9
KWT,BOG,115,12009,5
KWT,BOG,11250,1964,5
KWT,BOG,400,120,484462
KWT,BOG,60,150,605578
KWT,BOG,1960,5880,23738677
KWT,BOG,151,280,7
KWT,BOG,120,7538,8
KWT,BOG,95,28,4050
KWT,BOG,3,5,0
KWT,BOG,2,0,2
KWT,BOG,3,2,35
