DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
ECU,IPI,1140,5358,6
ECU,IPI,780,1625,6462365
ECU,IPI,2085,9198,15
ECU,IPI,4991,1373,19
ECU,IPI,2,9577,7
ECU,IPI,26,566,2329989
ECU,IPI,1635,31,1808
ECU,IPI,1031,4908,53
ECU,IPI,1013,8,4017
ECU,IPI,374,2,2987
ECU,IPI,1103,65,7449
ECU,IPI,100,82,864
ECU,IPI,43,85,584
ECU,IPI,3855,91,43785
ECU,IPI,36,26,196
ECU,IPI,33,8,195
ECU,IPI,681,94,5714
ECU,IPI,174,95,1236
ECU,IPI,714,98,5137
ECU,IPI,103,95,990
ECU,IPI,3293,86,24542
ECU,IPI,2268,24397,8
ECU,IPI,2346,33946,2
ECU,IPI,25160,22770,90552646
ECU,IPI,7,368,87
ECU,IPI,501,4584,77
ECU,IPI,23,1340,18
ECU,IPI,969,4607,49
ECU,IPI,153,3065,39
ECU,IPI,18900,21369,6
ECU,IPI,450,1921,48
ECU,IPI,6552,31950,78
ECU,IPI,888,6,3570
ECU,IPI,150,485,1971908
ECU,IPI,2,652,4
ECU,IPI,12118,19952,26
ECU,IPI,4708,14516,58
ECU,IPI,2164,4315,4
ECU,IPI,4,1825,24
ECU,IPI,552,17156,8
ECU,IPI,1,4,85
ECU,IPI,199,15401,5
ECU,IPI,7996,8,16632
ECU,IPI,1,118,33
ECU,IPI,5,333,33
ECU,IPI,10,168,34
ECU,IPI,1200,4208,34
ECU,IPI,1,168,33
ECU,IPI,348,5193,53
ECU,IPI,375,11588,25
ECU,IPI,16186,218427,6
ECU,IPI,777,6,1504
ECU,IPI,63400,89782,355857241
ECU,IPI,5,2685,5
ECU,IPI,4119,28010,26
ECU,IPI,1467,57030,3
ECU,IPI,7544,78146,315490249
ECU,IPI,200,107,433040
ECU,IPI,1,10772,42979095
ECU,IPI,1,30782,122816794
ECU,IPI,48,193,92
ECU,IPI,1,19128,4
ECU,IPI,3200,3786,46
ECU,IPI,5200,1956,16
ECU,IPI,228,16080,64918015
ECU,IPI,55,156,94
ECU,IPI,1,83,61
ECU,IPI,5,35,8
ECU,IPI,2,8,5171
ECU,IPI,3,13,9367
ECU,IPI,25,81,47
ECU,IPI,25,77,28
ECU,IPI,50,633,35
ECU,IPI,183,1115,65
ECU,IPI,34,344,17
ECU,IPI,855,3405,72
ECU,IPI,2100,5378,9
ECU,IPI,10,16,79
ECU,IPI,16,13,44
ECU,IPI,1,755,77
ECU,IPI,600,240,971306
ECU,IPI,5000,650,2630621
ECU,IPI,54827,10192,78
ECU,IPI,63510,37590,9
ECU,IPI,1688,4,5826
ECU,IPI,4657,12563,79
ECU,IPI,1057,2,1779
ECU,IPI,1015,7,4123
ECU,IPI,528,718,8
ECU,IPI,12600,1440,5808715
ECU,IPI,16317,36,21678
ECU,IPI,325,97,609
ECU,IPI,956,57,1800
ECU,IPI,1567,3,5437
ECU,IPI,6174,24488,8
ECU,IPI,733,2,3090
ECU,IPI,49,5,1673
ECU,IPI,3300,4116,16603244
ECU,IPI,4,124200,508267386
ECU,IPI,4058,59697,43
ECU,IPI,1,52,209759
ECU,IPI,528,195,36
ECU,IPI,29,8060,32539751
ECU,IPI,70000,39200,155932896
ECU,IPI,1000,1310,5394200
ECU,IPI,2483,124,15
ECU,IPI,20526,734,4
ECU,IPI,1700,1360,5408502
ECU,IPI,142,5340,55
ECU,IPI,1440,691,2
ECU,IPI,4,6000,23850540
ECU,IPI,1000,190,782364
ECU,IPI,35000,19600,78021132
ECU,IPI,75,562,5
ECU,IPI,18,144,569918
ECU,IPI,75,562,5
ECU,IPI,367,2752,5
ECU,IPI,200,1000,3957770
ECU,IPI,356,1602,6340347
ECU,IPI,225,1800,7123986
ECU,IPI,1131,3958,5
ECU,IPI,241,1807,5
ECU,IPI,52,390,1596008
ECU,IPI,125,1000,4092330
ECU,IPI,95,712,5
ECU,IPI,58,435,1780163
ECU,IPI,122,549,2246689
ECU,IPI,265,2120,8675739
ECU,IPI,129,645,2639552
ECU,IPI,527,1844,5
ECU,IPI,102,408,1669670
ECU,IPI,1,26234,105911642
ECU,IPI,618,85,1743
ECU,IPI,137767,87,230090
ECU,IPI,717,86,2147
ECU,IPI,948,31,5931
ECU,IPI,7457,11,30892
ECU,IPI,80,45,906
ECU,IPI,553,7,4472
ECU,IPI,4009,41,54112
ECU,IPI,3788,16,33608
ECU,IPI,7252,46,25816
ECU,IPI,309,42,464
ECU,IPI,30,94,140
ECU,IPI,842,34591,41
ECU,IPI,1589180,11457,99
ECU,IPI,683,18,4570
ECU,IPI,266,1,2721
ECU,IPI,920,1889,7
ECU,IPI,2684,16,17105
ECU,IPI,415386,73108,298093483
ECU,IPI,1400,20855,3
ECU,IPI,7964,125418,62
ECU,IPI,2173,25193,15
ECU,IPI,117540,179836,2
ECU,IPI,1872,21857,7
ECU,IPI,964,14522,31
ECU,IPI,430,11505,3
ECU,IPI,179,10892,44223153
ECU,IPI,1800,24460,96948922
ECU,IPI,520,1917,6
ECU,IPI,6,81,8
ECU,IPI,918,6169,24
ECU,IPI,12,129,49
ECU,IPI,76,337,21
ECU,IPI,7000,112000,456673280
ECU,IPI,68924,87,202226
ECU,IPI,21483,85,45745
ECU,IPI,4056,23,12953
ECU,IPI,1056,14150,4
ECU,IPI,11736,114354,88
ECU,IPI,336,1377,6
ECU,IPI,85,4071,1
ECU,IPI,27043,23608,88
ECU,IPI,1520,2,49350
ECU,IPI,30,875,4
ECU,IPI,2280,16119,6
ECU,IPI,1439,10788,71
ECU,IPI,2991,30265,35
ECU,IPI,31641,6,19499
ECU,IPI,56,4,1678
ECU,IPI,489,92,11451
ECU,IPI,34,69,675
ECU,IPI,51,6,688
ECU,IPI,105937,10911,51
ECU,IPI,18,36,391
ECU,IPI,166,94,3124
ECU,IPI,102,88,1841
ECU,IPI,94,23,737
ECU,IPI,30,526,8
ECU,IPI,269,5276,55
ECU,IPI,2356,20454,25
ECU,IPI,345,1279,95
ECU,IPI,27,51,3
ECU,IPI,120,162,660545
ECU,IPI,56,336,1370019
ECU,IPI,10717,16392,37
ECU,IPI,71,84,2090
ECU,IPI,730,2,16744
ECU,IPI,17,66,455
ECU,IPI,86,75,1130
ECU,IPI,557,31,5614
ECU,IPI,43,4,799
ECU,IPI,6,4,694
ECU,IPI,159,394,38
ECU,IPI,55,2,1133
ECU,IPI,2,12,27
ECU,IPI,38,59,809
ECU,IPI,41,4,281
ECU,IPI,0,2,59
ECU,IPI,21,2400,9757896
ECU,IPI,46,1276,33
ECU,IPI,4856,8860,85
ECU,IPI,38120,14712,58226712
ECU,IPI,3960,12421,2
ECU,IPI,3840,8901,6
ECU,IPI,494,92,7560
ECU,IPI,500,2175,8711005
ECU,IPI,59,1089,5
ECU,IPI,75,792,3
ECU,IPI,21,224,9
ECU,IPI,12,95,4
ECU,IPI,84,628,38
ECU,IPI,49,334,7
ECU,IPI,14,150,5
ECU,IPI,20,224,886540
ECU,IPI,7,44,74
ECU,IPI,23,278,1100260
ECU,IPI,34,895,3662635
ECU,IPI,32,502,5
ECU,IPI,174,3303,5
ECU,IPI,730,14852,8
ECU,IPI,22,370,1464374
ECU,IPI,9,78,3
ECU,IPI,29,211,92
ECU,IPI,40,349,1381261
ECU,IPI,46,358,76
ECU,IPI,23,200,55
ECU,IPI,52,400,55
ECU,IPI,167,1862,63
ECU,IPI,343,5509,73
ECU,IPI,15,132,522425
ECU,IPI,3434,43768,2
ECU,IPI,9465,125381,45
ECU,IPI,1776,32726,9
ECU,IPI,22,94,376475
ECU,IPI,480000,9264,37613229
ECU,IPI,1800000,31350,127781824
ECU,IPI,1198,19359,64
ECU,IPI,537,5038,39
ECU,IPI,1583,17145,64
ECU,IPI,1026,7518,6
ECU,IPI,1950,11467,41
ECU,IPI,995,11067,61
ECU,IPI,3764,56347,51
ECU,IPI,1049,30161,122407003
ECU,IPI,330,5,5910
ECU,IPI,2500,30673,125246429
ECU,IPI,3061,10763,84
ECU,IPI,341,5,1383
ECU,IPI,16,9,195
ECU,IPI,84,82,1009
ECU,IPI,3,88,60
ECU,IPI,100,24,98798
ECU,IPI,1100,10763,5
ECU,IPI,1010,3393,5
ECU,IPI,12,177,72
ECU,IPI,126,1919,48
ECU,IPI,84,1878,1
ECU,IPI,203,1368,4
ECU,IPI,3772,46288,47
ECU,IPI,2,68,84
ECU,IPI,721,14045,47
ECU,IPI,7604,5,23130
ECU,IPI,480000,9264,38146465
ECU,IPI,4608,40194,6
ECU,IPI,1200,10142,16
ECU,IPI,481,26820,17
ECU,IPI,1,5485,22446430
ECU,IPI,2256,28200,111609114
ECU,IPI,1000,14000,56797160
ECU,IPI,300,1200,4910796
ECU,IPI,1649,2116,4
ECU,IPI,2112,4962,5
ECU,IPI,3183,5059,92
ECU,IPI,390,6,5539
ECU,IPI,312,84,4442
ECU,IPI,16750,9299,6
ECU,IPI,54000,40500,163907955
ECU,IPI,246320,171989,58
ECU,IPI,121540,5,285683
ECU,IPI,5122,8,22880
ECU,IPI,2317,2,11595
ECU,IPI,325,2,5443
ECU,IPI,4331,54457,9
ECU,IPI,117,1509,3
ECU,IPI,127,1943,1
ECU,IPI,7803,30192,71
ECU,IPI,23076,68,240661
ECU,IPI,8129,61845,89
ECU,IPI,19716,73,117455
ECU,IPI,30000,15840,64261929
ECU,IPI,70,2100,8478099
ECU,IPI,314995,76,675389
ECU,IPI,471000,358581,1426745503
ECU,IPI,1707000,1196101,84
ECU,IPI,19063,69,92261
ECU,IPI,3067,2,20974
ECU,IPI,6088,26,34785
ECU,IPI,8000,15673,6
ECU,IPI,25850,35943,7
ECU,IPI,6893,91,127356
ECU,IPI,20000,4980,20141659
ECU,IPI,600,918,3706140
ECU,IPI,755,93,22826
ECU,IPI,5810,1,122307
ECU,IPI,1250,48,17586
ECU,IPI,43592,9,1049235
ECU,IPI,2145,12231,9
ECU,IPI,18,289,17
ECU,IPI,1700,6295,1
ECU,IPI,15489,65184,12
ECU,IPI,53,7,1298
ECU,IPI,15200,22952,93927158
ECU,IPI,10200,20226,81656204
ECU,IPI,4000,4080,16471735
ECU,IPI,25014,51,28328
ECU,IPI,7264,18205,6
ECU,IPI,578,87,6015
ECU,IPI,104,5,340
ECU,IPI,380,34,1341
ECU,IPI,129,6,2962
ECU,IPI,118,8,2327
ECU,IPI,2997,48,3412
ECU,IPI,4800,4176,16859305
ECU,IPI,7469,54542,9
ECU,IPI,15489,3,105722
ECU,IPI,51435,26741,88
ECU,IPI,1600000,26076,105464642
ECU,IPI,223700,7897,96
ECU,IPI,300000,720,2866082
ECU,IPI,480,1697,42
ECU,IPI,16,311,9
ECU,IPI,23429,21640,98
ECU,IPI,718813,728061,99
ECU,IPI,249509,163363,37
ECU,IPI,20584,13688,36
ECU,IPI,122872,79891,47
ECU,IPI,22867,18277,23
ECU,IPI,1446,1096,7
ECU,IPI,80682,4,91249
ECU,IPI,1080,1745,6
ECU,IPI,113,4,1458
ECU,IPI,900,15210,60545990
ECU,IPI,1188,21298,95
ECU,IPI,1050,577,5
ECU,IPI,240,114,72
ECU,IPI,10000,387,1540519
ECU,IPI,1400,4088,16372685
ECU,IPI,360,5040,20736021
ECU,IPI,300,528,2114671
ECU,IPI,1128,14438,4
ECU,IPI,92774,26156,82
ECU,IPI,3586,9083,78
ECU,IPI,26400,2770,8
ECU,IPI,32880,17604,9
ECU,IPI,59208,28758,62
ECU,IPI,922,93,2849
ECU,IPI,11429,4,26593
ECU,IPI,786,4570,9
ECU,IPI,3300,3509,13887814
ECU,IPI,64,10284,4
ECU,IPI,180,484,89
ECU,IPI,12246,39509,42
ECU,IPI,747451,93,457304
ECU,IPI,2519,59,31721
ECU,IPI,2340,14776,8
ECU,IPI,3400,8726,1
ECU,IPI,17160,86603,79
ECU,IPI,75482,5,209537
ECU,IPI,23040,123779,4
ECU,IPI,1400,6257,94
ECU,IPI,37,289,61
ECU,IPI,200,324,1308049
ECU,IPI,51500,64403,262726121
ECU,IPI,2117,2,14286
ECU,IPI,4420,18027,71658947
ECU,IPI,175000,25544,5
ECU,IPI,6,15000,59366550
ECU,IPI,34340,11006,94
ECU,IPI,17000,4632,87
ECU,IPI,8280,19872,80227039
ECU,IPI,30000,35110,84
ECU,IPI,200,432,43
ECU,IPI,3500,7350,29673346
ECU,IPI,18000,25040,99183760
ECU,IPI,3000,11520,46508428
ECU,IPI,4861,11,60537
ECU,IPI,1217,4,38634
ECU,IPI,2988,11,23193
ECU,IPI,180000,90720,368848468
ECU,IPI,16453,60386,6
ECU,IPI,8805,31428,42
ECU,IPI,82227,305012,16
ECU,IPI,2420,10363,48
ECU,IPI,2879,31,11607
ECU,IPI,2245,6,72532
ECU,IPI,81568,38,239815
ECU,IPI,1003,51,9588
ECU,IPI,67932,89,332349
ECU,IPI,7486,92,39079
ECU,IPI,11565,64,96554
ECU,IPI,2350,73,3011
ECU,IPI,75965,4,159656
ECU,IPI,8567,25,17416
ECU,IPI,125876,63,127629
ECU,IPI,1078,36,1381
ECU,IPI,2023,44,2592
ECU,IPI,24319,44,14830
ECU,IPI,5260,16421,58
ECU,IPI,1000,2500,10092975
ECU,IPI,1000,1420,5732809
ECU,IPI,36,72,616
ECU,IPI,108,1119,58
ECU,IPI,72,446,52
ECU,IPI,5000,43,173599
ECU,IPI,1080,712,8
ECU,IPI,4,11,64
ECU,IPI,100,73,15
ECU,IPI,1,87,84
ECU,IPI,4000,168,668752
ECU,IPI,3,0,7
ECU,IPI,4,474,1918330
ECU,IPI,7,6350,25699148
ECU,IPI,1,75,303533
ECU,IPI,2,50,202355
ECU,IPI,4,17,84
ECU,IPI,600,661,57
ECU,IPI,13,8,466
ECU,IPI,2,24,8
ECU,IPI,20,756,99
ECU,IPI,168,1411,2
ECU,IPI,1355,6235,12
ECU,IPI,294,1893,54
ECU,IPI,3149,19320,68
ECU,IPI,10,1899,7685461
ECU,IPI,28946,23549,17
ECU,IPI,1,7,3
ECU,IPI,19,68,174
ECU,IPI,1,59,5
ECU,IPI,1,5,5
ECU,IPI,6,76,25
ECU,IPI,9,46,35
ECU,IPI,28,1933,27
ECU,IPI,238,1592,6442999
ECU,IPI,104,36,847
ECU,IPI,386,1690,78
ECU,IPI,6150,1710,8
ECU,IPI,8634,5565,74
ECU,IPI,288,268,7
ECU,IPI,1,14185,56596589
ECU,IPI,4,35746,5
ECU,IPI,16,714,68
ECU,IPI,2,6180,24995071
ECU,IPI,2,8053,22
ECU,IPI,2,4582,32
ECU,IPI,4,95,24
ECU,IPI,11,89,93
ECU,IPI,1,38,3
ECU,IPI,5,11,83
ECU,IPI,4,18,64
ECU,IPI,1,90,37
ECU,IPI,4,26,2
ECU,IPI,1,1336,55
ECU,IPI,5,7008,6
ECU,IPI,1,677,75
ECU,IPI,2,14963,46
ECU,IPI,135921,239729,8
ECU,IPI,442000,12374,16
ECU,IPI,2,78,37
ECU,IPI,2,16,57
ECU,IPI,1,92,71
ECU,IPI,1,88,48
ECU,IPI,2,1048,67
ECU,IPI,63960,72370,36
ECU,IPI,1,149,63
ECU,IPI,1,199,805374
ECU,IPI,23,3091,12509617
ECU,IPI,49,9385,37982127
ECU,IPI,1,2954,11955162
ECU,IPI,48,3118,12618888
ECU,IPI,408,886,76
ECU,IPI,350000,258600,1046582646
ECU,IPI,228610,164885,53
ECU,IPI,33408,36,82302
ECU,IPI,6952,73,28578
ECU,IPI,79,8,428
ECU,IPI,200,1860,7527624
ECU,IPI,222,695,4
ECU,IPI,2370,4761,19268290
ECU,IPI,5054,17057,4
ECU,IPI,9759,37997,8
ECU,IPI,53488,36,481851
ECU,IPI,11328,9,113876
ECU,IPI,860,4610,8
ECU,IPI,1177,14027,3
ECU,IPI,8146,21134,8
ECU,IPI,94637,84,201945
ECU,IPI,375800,271174,3
ECU,IPI,1732,5,8354
ECU,IPI,11405,7,62997
ECU,IPI,27070,37627,3
ECU,IPI,816,3149,76
ECU,IPI,9223,42059,64
ECU,IPI,5616,57,25178
ECU,IPI,18111,13264,9
ECU,IPI,64800,20736,85384834
ECU,IPI,2370,4036,16294098
ECU,IPI,26413,32063,19
ECU,IPI,128232,131158,95
ECU,IPI,25569,20654,33
ECU,IPI,18734,12570,51
ECU,IPI,33392,21959,73
ECU,IPI,913,15310,15
ECU,IPI,2210,29720,119985286
ECU,IPI,25996,8981,65
ECU,IPI,1490,2815,59
ECU,IPI,480,50,36
ECU,IPI,24864,13900,66
ECU,IPI,67988,37584,52
ECU,IPI,17778,49772,16
ECU,IPI,5067,2,58282
ECU,IPI,8585,60350,25
ECU,IPI,9812,15,59808
ECU,IPI,33,1301,2
ECU,IPI,529,38046,23
ECU,IPI,18,6,77
ECU,IPI,7785,26269,108168124
ECU,IPI,251652,49,169315
ECU,IPI,27323,6,113285
ECU,IPI,10749,12,46105
ECU,IPI,7307,79,20424
ECU,IPI,367,47,1402
ECU,IPI,6000,32006,21
ECU,IPI,317,988,5
ECU,IPI,51500,64478,259276507
ECU,IPI,4500,16182,32
ECU,IPI,180000,90720,368848468
ECU,IPI,2160,7197,16
ECU,IPI,1800,7084,62
ECU,IPI,13014,47107,94
ECU,IPI,1338,72,6314
ECU,IPI,3207,32,7856
ECU,IPI,3159,3,6440
ECU,IPI,364,3,1067
ECU,IPI,1026,43,4182
ECU,IPI,3865,14,37072
ECU,IPI,12204,9,27534
ECU,IPI,22312,5,22365
ECU,IPI,345,72,293
ECU,IPI,1440,3911,29
ECU,IPI,772,1674,44
ECU,IPI,19132,54,63337
ECU,IPI,1367,3754,8
ECU,IPI,132,4,482
ECU,IPI,16605,55,38254
ECU,IPI,5030,3446,8
ECU,IPI,15720,17883,52
ECU,IPI,9123945,13359,66
ECU,IPI,35,2,8184
ECU,IPI,100,100,405026
ECU,IPI,97500,64218,38
ECU,IPI,30290,23414,17
ECU,IPI,10386,14,31547
ECU,IPI,252231,98,640510
ECU,IPI,23495,5,89348
ECU,IPI,4429,8,11897
ECU,IPI,2500,4269,62
ECU,IPI,17340,78036,36
ECU,IPI,72,554,4
ECU,IPI,18540,17510,70844811
ECU,IPI,24016,25947,92
ECU,IPI,30000,19500,78098670
ECU,IPI,525,1626,6
ECU,IPI,8400,24609,4
ECU,IPI,7730,1,36401
ECU,IPI,10757,38,57680
ECU,IPI,950,1518,44
ECU,IPI,3080,6930,27467540
ECU,IPI,528,703,23
ECU,IPI,100,416,1648845
ECU,IPI,1850,4459,41
ECU,IPI,1890,5511,16
ECU,IPI,1140,3575,14630079
ECU,IPI,13199,26,69192
ECU,IPI,2598,37,26438
ECU,IPI,19183,92,97457
ECU,IPI,18797,94,133135
ECU,IPI,23098,71,102978
ECU,IPI,600,2490,10077303
ECU,IPI,200,552,2232569
ECU,IPI,6369,9,46395
ECU,IPI,32000,1456,5888806
ECU,IPI,4056,4923,1
ECU,IPI,103,3505,6
ECU,IPI,1040,21060,85439156
ECU,IPI,2420,2937,68
ECU,IPI,181122,181384,72
ECU,IPI,10971,8263,12
ECU,IPI,53725,36049,47
ECU,IPI,34265,36,29011
ECU,IPI,4,6,27
ECU,IPI,32,48,280
ECU,IPI,58,54,372
ECU,IPI,973,96,8797
ECU,IPI,557,3,1493
ECU,IPI,3870,11325,45721176
ECU,IPI,27,218,862793
ECU,IPI,5,75,303338
ECU,IPI,1297,62261,78
ECU,IPI,1511,67105,36
ECU,IPI,6,114,461074
ECU,IPI,6,198,783638
ECU,IPI,8,142,574320
ECU,IPI,565,11909,48166069
ECU,IPI,13,295,1167542
ECU,IPI,412,10366,2
ECU,IPI,473,22067,97
ECU,IPI,77,1538,6087050
ECU,IPI,16935,30784,72
ECU,IPI,912,12768,52250869
ECU,IPI,600,1207,8
ECU,IPI,184,5101,79
ECU,IPI,2574,11937,88
ECU,IPI,28,1,126
ECU,IPI,4,7,52
ECU,IPI,2441,5,36152
ECU,IPI,70,9680,39469619
ECU,IPI,200,36020,143715837
ECU,IPI,108,1194,7
ECU,IPI,38368,12227,4
ECU,IPI,455,11404,29
ECU,IPI,380,7940,2
ECU,IPI,282,96,3917
ECU,IPI,34450,52708,5
ECU,IPI,112226,78433,68
ECU,IPI,4000,13060,51764224
ECU,IPI,3000,5100,20214207
ECU,IPI,800,240,961214
ECU,IPI,300,120,480607
ECU,IPI,100,376,1505902
ECU,IPI,100,1955,7737440
ECU,IPI,500,6540,26403222
ECU,IPI,24,418,8
ECU,IPI,1196,2,18560
ECU,IPI,150,3150,12967258
ECU,IPI,781,1,35060
ECU,IPI,816,48,6505
ECU,IPI,6920,52,3015
ECU,IPI,101,8,11852
ECU,IPI,3419,3,2573
ECU,IPI,100,470,1923395
ECU,IPI,10,5,1162
ECU,IPI,153,4131,16843904
ECU,IPI,3686,1,29304
ECU,IPI,2,203,25
ECU,IPI,10,376,1500198
ECU,IPI,100,27,7
ECU,IPI,12,162,646362
ECU,IPI,1700,5,23
ECU,IPI,126,5,3027
ECU,IPI,5,147,5
ECU,IPI,17,550,2194439
ECU,IPI,10,219,5
ECU,IPI,47,549,7
ECU,IPI,5,47,5
ECU,IPI,3,48,78
ECU,IPI,11,124,2
ECU,IPI,73,648,6
ECU,IPI,17,558,5
ECU,IPI,6,181,5
ECU,IPI,4,129,92
ECU,IPI,17,573,41
ECU,IPI,20,400,5
ECU,IPI,8,160,638382
ECU,IPI,10,331,1320653
ECU,IPI,23,505,42
ECU,IPI,30,457,8
ECU,IPI,6,117,466817
ECU,IPI,2,29,115706
ECU,IPI,14,212,845856
ECU,IPI,6,162,646362
ECU,IPI,39,444,9
ECU,IPI,12,182,2
ECU,IPI,85,266,23
ECU,IPI,424,10630,42412530
ECU,IPI,95,9,390
ECU,IPI,1,14,5
ECU,IPI,4,159,9
ECU,IPI,6394,15,51044
ECU,IPI,55,37,598
ECU,IPI,22171,7,96887
ECU,IPI,403,19,2341
ECU,IPI,234,12,1096
ECU,IPI,2000,611,6
ECU,IPI,264,141,63
ECU,IPI,400,1136,4582430
ECU,IPI,621,3793,4
ECU,IPI,4252,1994,81
ECU,IPI,22665,21578,3
ECU,IPI,64,501,29
ECU,IPI,2794,4510,14
ECU,IPI,123196,128649,61
ECU,IPI,30,300,8
ECU,IPI,92,937,82
ECU,IPI,989,54978,53
ECU,IPI,92,2113,22
ECU,IPI,3012,1415,64
ECU,IPI,73728,2151,93
ECU,IPI,75000,49410,196684904
ECU,IPI,26517,7,67053
ECU,IPI,2982,9,11092
ECU,IPI,23716,25626,92
ECU,IPI,4917,12,27063
ECU,IPI,756,5524,22606030
ECU,IPI,1197,12,6558
ECU,IPI,524,4,3438
ECU,IPI,72,417,6
ECU,IPI,76,8,768
ECU,IPI,2310000,37236,9
ECU,IPI,11160,2008,8
ECU,IPI,209167,213159,96
ECU,IPI,10456,99,8704
ECU,IPI,950,11400,46350006
ECU,IPI,961,14040,21
ECU,IPI,911,13309,71
ECU,IPI,28154,47357,6
ECU,IPI,768,1396,8
ECU,IPI,3552,8,13497
ECU,IPI,36,5379,21412023
ECU,IPI,33,1094,4354852
ECU,IPI,127114,39441,16
ECU,IPI,8260,98,22816
ECU,IPI,32000,10400,42284216
ECU,IPI,337,10426,25
ECU,IPI,1547,74294,28
ECU,IPI,1,5,20222
ECU,IPI,2,5,20222
ECU,IPI,3,5,10
ECU,IPI,6,15,59453
ECU,IPI,1,5,19817
ECU,IPI,6,3,9
ECU,IPI,1026,4663,34
PER,IPI,68,14090,56087640
PER,IPI,10636,4,43355
PER,IPI,912,39,5679
PER,IPI,11296,39,29730
PER,IPI,4932,52,15918
PER,IPI,2915,67,7583
PER,IPI,1287,8,7736
PER,IPI,989,2,2572
PER,IPI,1992,12401,44
PER,IPI,5112,4,16831
PER,IPI,508,72,1674
PER,IPI,1291,43,3870
PER,IPI,98,22,323
PER,IPI,23519,7,55687
PER,IPI,6436,3,17816
PER,IPI,5015,46,14709
PER,IPI,1127,8,3213
PER,IPI,1767,5,5819
PER,IPI,469,41,3577
PER,IPI,35128,72,28991
PER,IPI,7158,24,75969
PER,IPI,144,47,1385
PER,IPI,383,58,1782
PER,IPI,1,4451,7
PER,IPI,6,87659,42
PER,IPI,11199,46,13651
PER,IPI,10021,78,55768
PER,IPI,202,2,3839
PER,IPI,2,4739,12
PER,IPI,5,122261,35
PER,IPI,3315,49,33369
PER,IPI,242,7,2442
PER,IPI,107,6,1082
PER,IPI,128,42,1292
PER,IPI,217,36,2187
PER,IPI,894,5,9002
PER,IPI,88,38,889
PER,IPI,170,19,1712
PER,IPI,240,43,2419
PER,IPI,33,97,341
PER,IPI,11000,40832,167098018
PER,IPI,10000,14988,27
PER,IPI,4750,3816,6
PER,IPI,787,42,3133
PER,IPI,4000,7756,82
PER,IPI,100,414,11
PER,IPI,37,4,396
PER,IPI,27050,21099,86855932
PER,IPI,1083,36,18841
PER,IPI,18,49,954
PER,IPI,212,45,9849
PER,IPI,169,86,6218
PER,IPI,3600,62,46553
PER,IPI,332,37,4297
PER,IPI,12248,1,158359
PER,IPI,718,44,9289
PER,IPI,79,6,1022
PER,IPI,718,14,9285
PER,IPI,55,73,720
PER,IPI,146,79,2438
PER,IPI,103990,18804,45
PER,IPI,27456,1703,57
PER,IPI,53197,13735,35
PER,IPI,83600,4852,52
PER,IPI,254249,40533,59
PER,IPI,4034,351,23
PER,IPI,1,260,51
PER,IPI,1162,69,15032
PER,IPI,823,8008,2
PER,IPI,7300,2045,57
PER,IPI,896,85,10127
PER,IPI,200,97,3232
PER,IPI,99,510,38
PER,IPI,371,2380,3
PER,IPI,59,294,53
PER,IPI,2446,9985,19
PER,IPI,123,496,46
PER,IPI,1006,3127,76
PER,IPI,462,1925,93
PER,IPI,2076,6137,79
PER,IPI,1057,2517,7
PER,IPI,2117,5822,58
PER,IPI,28,84,47
PER,IPI,99,211,4
PER,IPI,12621,26554,63
PER,IPI,2438,8345,18
PER,IPI,3713,6334,91
PER,IPI,5,52,2
PER,IPI,50,484,14
PER,IPI,27,99,5
PER,IPI,363,1783,8
PER,IPI,222,2070,8
PER,IPI,108,466,63
PER,IPI,92,427,5
PER,IPI,548,2152,74
PER,IPI,51,187,1
PER,IPI,125,376,15
PER,IPI,1620,7531,55
PER,IPI,1917,49,22997
PER,IPI,998,38,11686
PER,IPI,26,3,3732
PER,IPI,8000,11855,45
PER,IPI,16959,4,26898
PER,IPI,1900,3371,44
PER,IPI,269,97,1682
PER,IPI,283,41,2150
PER,IPI,82,465,45
PER,IPI,154,1086,4
PER,IPI,122,318,31
PER,IPI,1295,7998,33
PER,IPI,161,1067,45
PER,IPI,2687,11414,26
PER,IPI,535,2189,25
PER,IPI,7899,19079,77
PER,IPI,1793,7470,51
PER,IPI,5796,12478,59
PER,IPI,987,3987,89
PER,IPI,239,211,72
PER,IPI,4639,10907,73
PER,IPI,1693,4828,62
PER,IPI,742,2713,91
PER,IPI,22102,51073,91
PER,IPI,3902,15923,5
PER,IPI,4,30,14
PER,IPI,6888,13423,64
PER,IPI,98,46,72
PER,IPI,174,931,48
PER,IPI,65,719,95
PER,IPI,10,73,29
PER,IPI,444,4551,94
PER,IPI,9,91,21
PER,IPI,179,749,34
PER,IPI,1259,6493,68
PER,IPI,3440,13457,8
PER,IPI,80,606,4
PER,IPI,1,2,9
PER,IPI,1598,12715,62
PER,IPI,119,654,98
PER,IPI,68,233,92
PER,IPI,406,2845,2
PER,IPI,306,1602,7
PER,IPI,2115,7527,17
PER,IPI,477,1040,93
PER,IPI,229,1007,86
PER,IPI,261,1790,62
PER,IPI,34,201,75
PER,IPI,297,454,2
PER,IPI,1743,5426,61
PER,IPI,816,3106,21
PER,IPI,2300,18570,74
PER,IPI,45,87,793
PER,IPI,617,15,6739
PER,IPI,1276,51,20784
PER,IPI,29,57,4310
PER,IPI,175,55,15636
PER,IPI,15000,37620,154866115
